"
TERM","
SCHOOL","
PTRM","
DEPT","
SUBJ","
NUMB","
CRN","
COURSE TITLE","BEG 
TIME","END 
TIME","MEET
DAYS","
BUILDING","
ROOM","
SCHD","
INSTRUCTOR","CRED
HRS",LOAD,"
CAP","AVAIL
SEATS",,
201290,SM,1,BIO,BIO,203L,10075,Principles of Genetics Lab,1300,1450,T,EULER,333,B,Brian Dewar,0,0,12,-1,,YES
201290,SM,1,BIO,BIO,203L,10076,Principles of Genetics Lab,1500,1650,T,EULER,333,B,Brian Dewar,0,0,12,-1,,YES
201290,SM,1,BIO,BIO,205,15736,Human Biology,1000,1050,TR,EULER,108,A,Timothy Burkholder,4,4,16,3,,
201290,SM,1,BIO,BIO,205,15736,Human Biology,1800,1850,W,EULER,108,A,Timothy Burkholder,0,0,0,0,,
201290,SM,1,BIO,BIO,205L,15737,Human Biology Lab,1900,2050,W,NS,109,B,Timothy Burkholder,0,0,16,3,,
201290,SM,1,BIO,BIO,244L,10078,Human Anat & Physiology I Lab,800,950,R,EULER,331,B,Brian Dewar,0,0,20,0,,YES
201290,SM,1,BIO,BIO,244L,10080,Human Anat & Physiology I Lab,1300,1450,R,EULER,331,B,Brian Dewar,0,0,20,0,,YES
201290,SM,1,BIO,BIO,244L,15755,Human Anat & Physiology I Lab,1000,1150,R,EULER,331,B,Brian Dewar,0,0,20,0,,YES
201290,SM,1,BIO,BIO,244,10435,Human Anatomy & Physiology I,1100,1150,MWF,NS,123,A,Brian Dewar,4,4,60,0,,YES
201290,SM,1,BIO,BIO,301,11983,Taxonomy of Vascular Plants,1300,1350,R,RES,116,A,Paul Rothrock,0,0,0,0,,
201290,SM,1,BIO,BIO,301,11983,Taxonomy of Vascular Plants,1500,1550,MW,RES,116,A,Paul Rothrock,4,4,11,5,,
201290,SM,1,BIO,BIO,301L,11984,Taxonomy of Vascular Plant Lab,1400,1650,R,RES,116,B,Paul Rothrock,0,0,6,0,,YES
201290,SM,1,BIO,BIO,312,10675,Cellular & Molecular Biology,1500,1550,MWF,EULER,003A,A,Jeffrey Regier,4,4,12,0,,YES
201290,SM,1,BIO,BIO,312L,10676,Cellular & Molecular Bio Lab,700,950,R,EULER,300,B,Jeffrey Regier,0,0,12,0,,YES
201290,SM,1,BIO,BIO,331,10082,Comparative Anatomy,1100,1150,MWF,EULER,108,A,Jan Reber,4,4,16,8,,
201290,SM,1,BIO,BIO,331L,10437,Comparative Anatomy Lab,800,1050,R,EULER,302,B,Jan Reber,0,0,16,8,,
201290,SM,1,BIO,BIO,432,15711,Developmental Biology-WR,800,850,MWF,EULER,,A,Andrew Whipple,4,4,12,8,YES,
201290,SM,1,BIO,BIO,432L,15712,Developmental Biology Lab,800,1050,T,EULER,333,B,Andrew Whipple,0,0,12,8,YES,
201290,SM,1,BIO,BIO,450,15924,Directed Research,,,,,,R,Jeffrey Regier,3,3,1,0,YES,YES
201290,SM,1,BIO,BIO,462,15676,Molecular Genetics,900,950,MWF,EULER,108,A,Jeffrey Regier,4,4,12,8,YES,
201290,SM,1,BIO,BIO,462L,15677,Molecular Genetics Lab,1300,1650,T,EULER,300,B,Jeffrey Regier,0,0,12,8,YES,
201310,SM,1,BIO,BIO,493,20008,Biology Senior Capstone-SP,1300,1500,MTWRF,EULER,108,S,Andrew Whipple,4,4,80,42,,YES
201320,GS,1,BIO,BIO,507,34246,Vertebrate Natural History,1100,1150,MWF,NS,122,A,Jan Reber,4,4,8,3,YES,
201320,GS,1,BIO,BIO,507L,34247,Vertebrate Natural History Lab,800,1050,T,NS,109,B,Jan Reber,0,0,8,3,YES,
201320,GS,1,BIO,BIO,541,35498,Environmental Physiology,1400,1550,MW,RES,116,A,Paul Rothrock,8,8,16,6,,
201320,GS,1,BIO,BIO,541L,35499,Environmental Physiology Lab,1400,1650,R,RES,116,B,Paul Rothrock,0,0,8,3,YES,
201320,GS,1,BIO,BIO,571,35508,Microbiology & Immunology,800,850,MTWF,EULER,108,A,Andrew Whipple,8,8,2,0,YES,YES
201320,GS,1,BIO,BIO,571L,35509,Microbiology & Immunology Lab,700,950,T,EULER,302,B,Andrew Whipple,0,0,1,0,YES,YES
201320,SM,1,BIO,BIO,100,33882,General Biology,1100,1150,MWF,EULER,130,A,Elizabeth Hasenmyer,4,4,40,0,,YES
201320,SM,1,BIO,BIO,100L,30055,General Biology Lab,1300,1450,W,NS,109,B,Jessi Kramer,0,0,20,1,,
201320,SM,1,BIO,BIO,100L,30056,General Biology Lab,1500,1640,W,NS,109,B,Jessi Kramer,0,0,20,-1,,YES
201320,SM,1,BIO,BIO,101,30057,Principles of Cell Biology,1200,1250,MWF,EULER,109,A,John Moore,4,4,64,3,,
201320,SM,1,BIO,BIO,101L,30058,Principles of Cell Biology Lab,1200,1350,R,EULER,333,B,John Moore,0,0,16,1,,
201320,SM,1,BIO,BIO,101L,32164,Principles of Cell Biology Lab,1400,1550,R,EULER,333,B,John Moore,0,0,16,1,,
201320,SM,1,BIO,BIO,101L,35503,Principles of Cell Biology Lab,800,950,R,EULER,333,B,John Moore,0,0,16,1,,
201320,SM,1,BIO,BIO,101L,35605,Principles of Cell Biology Lab,1000,1150,R,EULER,333,B,John Moore,0,0,16,0,,YES
201320,SM,1,BIO,BIO,103,34931,Introductory Plant Biology,1400,1450,MW,EULER,109,C,John Moore,3,3,48,9,,
201320,SM,1,BIO,BIO,103L,34932,Introductory Plant Biology Lab,800,950,T,NS,108,B,John Moore,0,0,16,6,,
201320,SM,1,BIO,BIO,103L,34933,Introductory Plant Biology Lab,1200,1350,T,NS,108,B,John Moore,0,0,16,2,,
201320,SM,1,BIO,BIO,103L,35504,Introductory Plant Biology Lab,1400,1550,T,NS,108,B,John Moore,0,0,16,1,,
201320,SM,1,BIO,BIO,104,30062,Introductory Animal Biology,1300,1350,MW,EULER,109,A,Elizabeth Hasenmyer,3,3,60,-1,,YES
201320,SM,1,BIO,BIO,104L,30063,Intro Animal Biology Lab,1200,1450,R,NS,108,B,Elizabeth Hasenmyer,0,0,20,-2,,YES
201320,SM,1,BIO,BIO,104L,30064,Intro Animal Biology Lab,1500,1750,R,NS,108,B,Elizabeth Hasenmyer,0,0,20,0,,YES
201320,SM,1,BIO,BIO,104L,35604,Intro Animal Biology Lab,900,1150,R,NS,108,B,Elizabeth Hasenmyer,0,0,20,1,,
201320,SM,1,BIO,BIO,203,30935,Principles of Genetics,800,850,MWF,EULER,130,A,Jeffrey Regier,4,4,24,2,,
201320,SM,1,BIO,BIO,203L,30936,Princ of Genetics Lab,1300,1450,T,EULER,333,B,Jeffrey Regier,0,0,12,-1,,YES
201320,SM,1,BIO,BIO,203L,30937,Princ of Genetics Lab,1500,1650,T,EULER,333,B,Jeffrey Regier,0,0,12,3,,
201320,SM,1,BIO,BIO,245,30069,Human Anatomy & Physiology II,1100,1150,MWF,EULER,109,A,Brian Dewar,4,4,40,5,,
201320,SM,1,BIO,BIO,245L,30070,Human Anat & Physiology Lab,800,950,R,EULER,331,B,Brian Dewar,0,0,20,-1,,YES
201320,SM,1,BIO,BIO,245L,30071,Human Anat & Physiology Lab,1300,1450,R,EULER,331,B,Brian Dewar,0,0,20,6,,
201320,SM,1,BIO,BIO,307,30072,Vertebrate Natural Hist-SP,1100,1150,MWF,NS,122,A,Jan Reber,4,4,12,-6,,YES
201320,SM,1,BIO,BIO,307L,30073,Vertebrate Natural Hist Lab,800,1050,R,NS,109,B,Jan Reber,0,0,12,-6,,YES
201320,SM,1,BIO,BIO,312,35470,Cellular & Molecular Biology,1500,1550,MWF,EULER,108,A,Jeffrey Regier,4,4,12,-1,,YES
201320,SM,1,BIO,BIO,312L,35471,Cellular & Molecular Bio Lab,700,950,R,EULER,300,B,Jeffrey Regier,0,0,12,-1,,YES
201320,SM,1,BIO,BIO,410,35505,Bioethics,1800,2050,M,EULER,302,S,Andrew Whipple,3,3,12,8,YES,
201320,SM,1,BIO,BIO,441,35496,Environmental Physiology-SP,1400,1450,MW,RES,116,A,Paul Rothrock,8,8,16,10,,
201320,SM,1,BIO,BIO,441L,35497,Environmental Physiology Lab,1400,1650,R,RES,116,B,Paul Rothrock,0,0,8,5,YES,
201320,SM,1,BIO,BIO,450,35616,Directed Research,,,,,,R,Jeffrey Regier,2,2,1,0,YES,YES
201320,SM,1,BIO,BIO,452,34964,Animal Physiology,1300,1350,MWF,EULER,108,A,Brian Dewar,4,4,12,4,,
201320,SM,1,BIO,BIO,452L,34965,Animal Physiology Lab,1300,1550,T,EULER,331,B,Brian Dewar,0,0,12,4,,
201320,SM,1,BIO,BIO,471,35506,Microbiology and Immunology-SP,1100,1150,MTWF,EULER,108,A,Andrew Whipple,8,8,28,2,,
201320,SM,1,BIO,BIO,471L,35507,Microbiology & Immunology Lab,700,950,T,EULER,302,B,Andrew Whipple,0,0,14,1,,
