"
TERM","
SCHOOL","
PTRM","
DEPT","
SUBJ","
NUMB","
CRN","
COURSE TITLE","BEG 
TIME","END 
TIME","MEET
DAYS","
BUILDING","
ROOM","
SCHD","
INSTRUCTOR","CRED
HRS",LOAD,"
CAP","AVAIL
SEATS","LOW 
ENRL","
CLOSED"
201290,PS,1,PHP,PHP,370,15735,Professional Preparation Study,,,,,,A,Bruce Pratt,1,1,1,0,YES,YES
201290,PS,1,PHP,PHP,380,15691,Evaluation of Physical Educatn,1400,1450,MW,EAW,109,G,Bruce Pratt,2,2,20,15,YES,
201290,PS,1,PHP,PHP,381,14740,Kinesiology,1300,1350,MWF,EAW,108,A,Jeffrey Marsee,3,3,20,4,,
201290,PS,1,PHP,PHP,382,14960,Physiology of Exercise-SP,1300,1350,MWF,EAW,109,A,Erik Hayes,3,3,20,7,,
201290,PS,1,PHP,PHP,402,15692,Admin of Human Perform-SP,1200,1250,MWF,EAW,108,A,Donald Taylor,3,3,20,0,,YES
201290,PS,1,PHP,PHP,453,15455,Physical Fitness Prescription,800,850,MWF,EAW,108,G,Matthew Renfrow,3,3,20,12,,
201290,PS,1,PHP,PHP,482,14962,Adv Physiology of Exercise,1300,1350,MWF,OG,205,G,Matthew Renfrow,3,3,18,0,,YES
201290,PS,1,PHP,PHP,492,14935,Internship,,,,,,F,Donald Taylor,4,4,10,8,YES,
201290,PS,H1,PHP,PHP,200M,14240,Challenge Course Adventures,1230,1500,R,KSAC,110 CRT 2,G,Anthony Wormgoor,0,0,0,0,,YES
201290,PS,H1,PHP,PHP,200S,14702,Soccer,1100,1150,MWF,KSAC,110 CRT 4,G,Gary Ross,0,0,0,0,,YES
201290,PS,H1,PHP,PHP,200SB,15401,Beginning Swimming,900,950,MWF,EAW,POOL,G,Bradford Zarges,1,1,12,6,,
201290,PS,H1,PHP,PHP,200T,14242,Tennis,1400,1450,MWF,KSAC,110 CRT 4,G,Donald Taylor,0,0,0,0,,
201290,PS,H2,PHP,PHP,200B,14234,Badminton,900,950,MWF,KSAC,110 CRT 4,G,Larry Winterholter,0,0,0,0,,YES
201290,PS,H2,PHP,PHP,200V,14963,Volleyball,1300,1440,MW,OG,GYM,G,Brittany Smith,1,1,18,0,,YES
201290,PS,H2,PHP,PHP,200W,15694,Weight Training,900,950,MWF,FH,CARLSON RM,G,Gregory Wolfe,1,1,18,1,,
201290,PS,H2,PHP,PHP,271,15187,CPR for Healthcare Providers,1230,1320,TR,OG,201,G,Jeffrey Marsee,1,1,8,0,,YES
201310,PS,1,PHP,PHP,200AW,21135,Aerobic Walking,1300,1350,MTWRF,KSAC,110 TRACK,G,Amy Stucky,1,1,40,-2,,YES
201310,PS,1,PHP,PHP,200K,20480,Basketball,1100,1150,MTWRF,KSAC,110 CRT 4,G,Jonathan Meneely,0,0,0,0,,
201310,PS,1,PHP,PHP,200L,20952,Bowling,1300,1500,MTWR,MFC,,G,Bruce Pratt,1,1,20,2,,
201310,PS,1,PHP,PHP,200SB,21131,Beginning Swimming,900,950,MTWRF,EAW,POOL,G,Bradford Zarges,1,1,12,0,,YES
201310,PS,1,PHP,PHP,200U,20750,Circuit Training,800,850,MTWRF,FH,CARLSON RM,G,Gregory Wolfe,1,1,18,0,,YES
201310,PS,1,PHP,PHP,200V,20181,Volleyball,815,945,MTWRF,KSAC,110 CRT 4,G,Mark Lau,0,0,0,0,,YES
201310,PS,1,PHP,PHP,317,20837,EKG & Stress Testing,1445,1600,MTR,EAW,109,A,Dane Davenport,2,2,36,6,,
201310,PS,1,PHP,PHP,318,20838,Therapeutic Exercise & Rehab,1200,1410,MTWR,EAW,109,A,Erik Hayes,2,2,15,1,,
201310,PS,1,PHP,PHP,318,21231,Therapeutic Exercise & Rehab,800,950,MTWR,EAW,109,A,Erik Hayes,2,2,30,10,,
201320,PS,1,PHP,PHP,100,30503,Fitness for Life,1400,1450,MW,EAW,109,G,Bruce Pratt,2,2,25,0,,YES
201320,PS,1,PHP,PHP,100,30505,Fitness for Life,1200,1250,MW,OG,205,G,Jonathan Meneely,2,2,25,0,,YES
201320,PS,1,PHP,PHP,100,30507,Fitness for Life,1100,1150,TR,OG,219,G,Matthew Renfrow,2,2,25,0,,YES
201320,PS,1,PHP,PHP,100,31113,Fitness for Life,900,950,MW,OG,205,G,Gregory Wolfe,2,2,25,1,,
201320,PS,1,PHP,PHP,100,32535,Fitness for Life,900,950,MW,OG,219,G,Kevin Carlson,2,2,25,2,,
201320,PS,1,PHP,PHP,100,33413,Fitness for Life,1300,1350,MW,OG,205,G,Jonathan Meneely,2,2,25,1,,
201320,PS,1,PHP,PHP,100,33690,Fitness for Life,1100,1150,MW,OG,205,G,Paul Patterson,2,2,25,0,,YES
201320,PS,1,PHP,PHP,100,34051,Fitness for Life,1100,1150,MW,OG,219,G,Bradford Zarges,2,2,25,0,,YES
201320,PS,1,PHP,PHP,100,34568,Fitness for Life,1300,1350,MW,OG,219,G,Denise Johnson,2,2,25,-1,,YES
201320,PS,1,PHP,PHP,100,35247,Fitness for Life,1400,1450,TR,EAW,109,G,Bruce Pratt,2,2,25,2,,
201320,PS,1,PHP,PHP,100,35555,Fitness for Life,1400,1450,MW,OG,205,G,Kevin Carlson,2,2,25,0,,YES
201320,PS,1,PHP,PHP,100,35636,Fitness for Life,800,850,TR,OG,219,G,Gregory Wolfe,2,2,25,0,,YES
201320,PS,1,PHP,PHP,111,33441,Intro to Human Performance,900,950,MWF,EAW,108,A,Erik Hayes,3,3,30,7,,
201320,PS,1,PHP,PHP,200AW,34647,Aerobic Walking,1300,1350,MW,KSAC,110 TRACK,G,Amy Stucky,1,1,40,-4,,YES
201320,PS,1,PHP,PHP,200FN,34889,Functional Fitness,1100,1150,TR,KSAC,107 WELL,G,Kevin Carlson,1,1,36,2,,
201320,PS,1,PHP,PHP,200FN,35651,Functional Fitness,1230,1320,TR,KSAC,111,G,Kevin Carlson,1,1,36,10,,
201320,PS,1,PHP,PHP,200H,31240,Beginning Horsemanship,1700,2000,T,STB,STABLES,G,Maggie Boyle,1,1,10,1,,
201320,PS,1,PHP,PHP,200I,31285,Individualized Physical Educ,,,,,,G,Amy Stucky,1,1,5,1,YES,
201320,PS,1,PHP,PHP,200SB,35246,Beginning Swimming,900,950,MW,EAW,POOL,G,Bradford Zarges,1,1,12,0,,YES
201320,PS,1,PHP,PHP,200SF,35245,Fitness Swimming,800,850,MW,EAW,POOL,G,Bradford Zarges,1,1,16,1,,
201320,PS,1,PHP,PHP,200WA,34918,Well Aerobics,800,850,TR,KSAC,107 WELL,G,Kevin Carlson,1,1,18,0,,YES
201320,PS,1,PHP,PHP,200Z,34997,Athletic Participation,,,,,,G,Jeffrey Stan,1,1,0,-28,,YES
201320,PS,1,PHP,PHP,210,34928,Human Performance Technology,800,850,TR,READE,139,A,Donald Taylor,1,1,20,11,,
201320,PS,1,PHP,PHP,215,35560,"Health, Exercise & Aging",1100,1150,TR,EAW,109,A,Jeffrey Marsee,2,2,20,0,,YES
201320,PS,1,PHP,PHP,225,34052,Care/Prevention Ath Injuries,900,950,MWF,EAW,109,G,Tanya Cordial,3,3,20,-3,,YES
201320,PS,1,PHP,PHP,250,35237,Elem School Health & Phys Ed,1100,1150,MWF,EAW,108,G,Jeffrey Marsee,2,2,40,2,,
201320,PS,1,PHP,PHP,273,35578,Intro Exercise Sci Research,,,,,,R,Erik Hayes,1,1,10,2,,
201320,PS,1,PHP,PHP,275,35557,Meth Sport Skills/Activities,1200,1250,MWF,OG,219,A,Tena Krause,3,3,45,33,,
201320,PS,1,PHP,PHP,280,35558,Exercise Techniques Phys Fit,800,850,T,EAW,108,B,Matthew Renfrow,1,1,15,-1,,YES
201320,PS,1,PHP,PHP,302,35252,Lifeguard Training,800,850,TR,EAW,109,G,Bradford Zarges,2,2,24,4,,
201320,PS,1,PHP,PHP,316,34851,Applied Nutrition,1200,1250,MWF,EAW,108,A,Jeffrey Stan,3,3,20,10,,
201320,PS,1,PHP,PHP,328,34761,Prin Strength Train/Cond,1400,1450,MWF,EAW,108,G,Matthew Renfrow,3,3,18,9,,
201320,PS,1,PHP,PHP,345,31587,Challenge Crse Facilitator Cer,1230,1500,R,OG,GYM,G,Anthony Wormgoor,3,3,10,-4,,YES
201320,PS,1,PHP,PHP,346,35562,Public and Community Health,1230,1345,TR,EAW,108,G,Jeffrey Marsee,3,3,20,0,,YES
201320,PS,1,PHP,PHP,352,35556,Event & Facility Management,1200,1250,MWF,EAW,109,A,Donald Taylor,3,3,20,2,,
201320,PS,1,PHP,PHP,353,34853,Physical Fitness Assessment,1230,1345,TR,EAW,109,G,Erik Hayes,3,3,24,9,,
201320,PS,1,PHP,PHP,353,35572,Physical Fitness Assessmt Lab,930,1030,R,EAW,112,B,Erik Hayes,0,0,24,9,,
201320,PS,1,PHP,PHP,367,35561,Coaching of Soccer,1230,1320,TR,OG,219,A,Jeffrey Stan,0,0,0,0,,
201320,PS,1,PHP,PHP,370,35563,Biomechanics,1400,1515,TR,EAW,108,A,Kevin Carlson,3,3,20,4,,
201320,PS,1,PHP,PHP,381,34854,Kinesiology,1300,1350,MWF,EAW,108,A,Kevin Carlson,3,3,20,11,,
201320,PS,1,PHP,PHP,382,34855,Physiology of Exercise-SP,1300,1350,MWF,EAW,109,A,Erik Hayes,3,3,18,-1,,YES
201320,PS,1,PHP,PHP,402,34054,Admin Human Performance-SP,1100,1150,MWF,EAW,109,A,Donald Taylor,3,3,20,4,,
201320,PS,1,PHP,PHP,410,35559,Pharmacotherapy in Exer Sci,1000,1100,T,EAW,109,A,Erik Hayes,1,1,15,-2,,YES
201320,PS,1,PHP,PHP,453,34856,Physical Fitness Prescription,800,850,MWF,EAW,108,G,Matthew Renfrow,3,3,15,-2,,YES
201320,PS,1,PHP,PHP,472,33935,Psychology of Coaching,1100,1150,TR,OG,205,A,Paul Patterson,2,2,18,8,,
201320,PS,1,PHP,PHP,480,34765,Seminar in Sport Management,1100,1150,TR,EAW,108,S,Donald Taylor,2,2,18,5,,
201320,PS,H2,PHP,PHP,200G,35265,Golf,1300,1600,W,,,G,Cameron Andry,1,1,12,1,,
201320,PS,H2,PHP,PHP,200M,33926,Challenge Course Adventures,1230,1500,R,KSAC,110 CRT 1,G,Anthony Wormgoor,1,1,12,0,,YES
201320,PS,H2,PHP,PHP,200RU,34597,Running,800,850,MWF,KSAC,110 TRACK,A,Gregory Wolfe,1,1,18,2,,
201320,PS,H2,PHP,PHP,200S,34758,Soccer,1230,1345,TR,KSAC,110 CRT 4,G,Gary Ross,0,0,0,0,,
201320,PS,H2,PHP,PHP,271,34891,CPR for Healthcare Providers,800,850,TR,OG,201,G,Jeffrey Marsee,1,1,10,1,,
